date,tree,measurement,probe,freq,err,length
2021-03-22,01,3,BL44,1.917808219178082,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL45,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL46,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL47,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL48,29.722222222222225,0.2777777777777778,4.2999999999991445
2021-03-22,01,3,BL49,49.794801641586865,0.13679890560875513,7.959999999998416
2021-03-22,01,3,BL50,29.277566539923956,0.3802281368821293,2.859999999999431
2021-03-22,01,3,BL51,13.427561837455832,0.35335689045936397,2.859999999999431
2021-03-22,01,3,BL52,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL53,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL54,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL55,1.9543378995433789,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL56,1.917808219178082,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL57,1.8812785388127853,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL58,30.684931506849313,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL59,30.867579908675797,0.0182648401826484,54.73999999998911
2021-03-22,01,3,BL60,1.9220208676551347,0.018304960644334616,54.73999999998911
2021-03-22,01,3,BL61,7.767527675276753,0.01845018450184502,54.73999999998911
2021-03-22,01,3,BL62,5.2436538817861775,0.01852881230313137,54.73999999998911
2021-03-22,01,3,BL63,2.0120345994734863,0.018804061677322303,54.73999999998911
2021-03-22,01,3,BL64,32.30769230769231,0.3076923076923077,4.769999999999051
2021-03-22,01,3,BL65,6.451612903225807,0.806451612903226,1.2299999999997553
2021-03-22,01,3,BL66,49.193548387096776,0.806451612903226,1.2299999999997553
2021-03-22,01,3,BL67,0.4383561643835616,0.0182648401826484,54.73999999998911
2021-03-22,01,4,Pt3,1.923802338740098,0.01886080724254998,53.00999999998946
2021-03-22,01,4,Pt4,1.932916429789653,0.018950161076369147,53.00999999998946
2021-03-22,01,4,BL44,1.9992455677102978,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL45,1.8672199170124482,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL46,1.961523953225198,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL47,1.9992455677102978,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL48,24.88262910798122,0.2347417840375587,4.2499999999991545
2021-03-22,01,4,BL49,24.343675417661096,0.23866348448687352,4.399999999999125
2021-03-22,01,4,BL50,15.131578947368421,0.32894736842105265,4.399999999999125
2021-03-22,01,4,BL51,26.08695652173913,2.1739130434782608,0.44999999999991047
2021-03-22,01,4,BL52,1.961523953225198,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL53,1.8672199170124482,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL54,1.961523953225198,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL55,1.9992455677102978,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL56,1.9992455677102978,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL57,1.8483591097698981,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL58,5.318747642399094,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL59,11.844586948321387,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL60,1.9992455677102978,0.01886080724254998,53.00999999998946
2021-03-22,01,4,BL61,1.8742900416508899,0.018932222642938284,53.00999999998946
2021-03-22,01,4,BL62,15.354107648725211,0.018885741265344664,53.00999999998946
2021-03-22,01,4,BL63,5.486994494019366,0.01898614011771407,53.00999999998946
2021-03-22,01,4,BL64,24.03628117913832,0.22675736961451243,4.399999999999125
2021-03-22,01,4,BL65,48.07256235827664,0.22675736961451243,4.399999999999125
2021-03-22,01,4,BL66,41.088180112570356,0.18761726078799246,5.319999999998942
2021-03-22,01,4,BL67,0.33949453036589966,0.01886080724254998,53.00999999998946
2021-03-22,04,2,Pt3,5.446577629382304,0.020868113522537562,48.1999999999904
2021-03-22,04,2,Pt4,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL44,4.878048780487805,2.439024390243903,0.3999999999999204
2021-03-22,04,2,BL45,4.0,2.0,0.4899999999999025
2021-03-22,04,2,BL46,1.2578616352201257,0.6289308176100629,1.5799999999996857
2021-03-22,04,2,BL47,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL48,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL49,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL50,1.6594067620825554,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL51,10.703173615432481,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL52,,,
2021-03-22,04,2,BL53,,,
2021-03-22,04,2,BL54,6.451612903225807,3.2258064516129035,0.2999999999999403
2021-03-22,04,2,BL55,3.7037037037037033,1.8518518518518516,0.5299999999998946
2021-03-22,04,2,BL56,1.0638297872340425,0.5319148936170213,1.869999999999628
2021-03-22,04,2,BL57,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL58,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL59,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL60,3.465553235908142,0.020876826722338204,48.1999999999904
2021-03-22,04,2,BL61,1.1235955056179776,0.5617977528089888,1.869999999999628
2021-03-22,04,2,BL62,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL63,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL64,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL65,1.6801493466085873,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL66,1.6594067620825554,0.02074258452603194,48.1999999999904
2021-03-22,04,2,BL67,10.703173615432481,0.02074258452603194,48.1999999999904
2021-03-22,04,3,Pt3,1.6122611464968153,0.019904458598726114,50.22999999999001
2021-03-22,04,3,Pt4,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL44,22.22222222222222,11.111111111111109,0.07999999999998408
2021-03-22,04,3,BL45,22.22222222222222,11.111111111111109,0.07999999999998408
2021-03-22,04,3,BL46,3.343949044585987,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL47,1.6520700636942673,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL48,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL49,1.6918789808917196,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL50,5.871815286624203,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL51,5.871815286624203,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL52,1.6520700636942673,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL53,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL54,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL55,6.369426751592356,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL56,4.438694267515923,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL57,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL58,6.031050955414012,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL59,5.812101910828026,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL60,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL61,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL62,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL63,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL64,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL65,1.6719745222929936,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL66,5.832006369426751,0.019904458598726114,50.22999999999001
2021-03-22,04,3,BL67,5.493630573248407,0.019904458598726114,50.22999999999001
2021-03-22,04,4,Pt3,6.221821460775474,0.09017132551848513,11.079999999997796
2021-03-22,04,4,Pt4,1.2139338494018297,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL44,24.910394265232974,0.08960573476702509,11.219999999997768
2021-03-22,04,4,BL45,,,
2021-03-22,04,4,BL46,,,
2021-03-22,04,4,BL47,1.5497011290679654,0.022138587558113793,45.15999999999102
2021-03-22,04,4,BL48,1.5497011290679654,0.022138587558113793,45.15999999999102
2021-03-22,04,4,BL49,1.5462778882261983,0.02208968411751712,45.25999999999099
2021-03-22,04,4,BL50,47.395256040789185,0.02216803369541122,45.09999999999102
2021-03-22,04,4,BL51,47.395256040789185,0.02216803369541122,45.09999999999102
2021-03-22,04,4,BL52,1.231527093596059,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL53,1.2139338494018297,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL54,4.785362420830401,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL55,21.35149478153193,0.01768972227136034,56.829999999988694
2021-03-22,04,4,BL56,1.3477088948787064,0.017969451931716084,56.829999999988694
2021-03-22,04,4,BL57,1.5517623586787852,0.02216803369541122,45.09999999999102
2021-03-22,04,4,BL58,47.5005554321262,0.022217285047767165,44.999999999991054
2021-03-22,04,4,BL59,47.522772717173964,0.022217285047767165,44.999999999991054
2021-03-22,04,4,BL60,1.2139338494018297,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL61,1.2139338494018297,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL62,1.231527093596059,0.017593244194229415,56.829999999988694
2021-03-22,04,4,BL63,1.2358757062146892,0.01765536723163842,56.829999999988694
2021-03-22,04,4,BL64,1.5459363957597174,0.022084805653710248,45.26999999999099
2021-03-22,04,4,BL65,1.5442311934701083,0.022060445621001547,45.31999999999099
2021-03-22,04,4,BL66,47.332300199247285,0.022138587558113793,45.15999999999102
2021-03-22,04,4,BL67,47.332300199247285,0.022138587558113793,45.15999999999102
2021-03-22,07,2,Pt3,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,Pt4,37.03703703703703,0.4115226337448559,2.420000000001238
2021-03-22,07,2,BL44,1.4472235331131036,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL45,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL46,1.4472235331131036,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL47,1.4472235331131036,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL48,1.4786849142677363,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL49,1.4944156048450525,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL50,1.4944156048450525,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL51,,,
2021-03-22,07,2,BL52,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL53,1.4472235331131036,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL54,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL55,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL56,1.4629542236904198,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL57,1.4786849142677363,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL58,1.4944156048450525,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL59,,,
2021-03-22,07,2,BL60,1.4472235331131036,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL61,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL62,1.4629542236904198,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL63,1.4157621519584709,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL64,1.4786849142677363,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL65,1.4944156048450525,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL66,1.4629542236904198,0.015730690577316343,63.5600000000325
2021-03-22,07,2,BL67,,,
2021-03-22,07,3,Pt3,1.371473354231975,0.019592476489028215,51.029999999989855
2021-03-22,07,3,Pt4,1.449843260188088,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL44,1.371473354231975,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL45,1.371473354231975,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL46,1.3518808777429467,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL47,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL48,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL49,4.996081504702195,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL50,4.996081504702195,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL51,,,
2021-03-22,07,3,BL52,1.371473354231975,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL53,1.371473354231975,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL54,1.3910658307210033,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL55,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL56,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL57,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL58,4.996081504702195,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL59,,,
2021-03-22,07,3,BL60,1.3910658307210033,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL61,1.3910658307210033,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL62,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL63,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL64,4.8197492163009406,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL65,4.996081504702195,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL66,4.996081504702195,0.019592476489028215,51.029999999989855
2021-03-22,07,3,BL67,,,
2021-03-22,07,4,Pt3,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,Pt4,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL44,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL45,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL46,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL47,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL48,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL49,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL50,1.4148273910582907,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL51,,,
2021-03-22,07,4,BL52,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL53,1.1884550084889642,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL54,1.1601584606677984,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL55,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL56,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL57,1.3299377475947933,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL58,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL59,,,
2021-03-22,07,4,BL60,1.1601584606677984,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL61,1.1601584606677984,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL62,1.1318619128466325,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL63,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL64,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL65,1.4148273910582907,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL66,1.3865308432371248,0.028296547821165814,35.32999999999298
2021-03-22,07,4,BL67,,,
2021-03-22,07,5,Pt3,1.9914096056228037,0.01952362358453729,51.2100000000262
2021-03-22,07,5,Pt4,1.9914096056228037,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL44,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL45,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL46,1.9914096056228037,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL47,5.486138227254979,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL48,5.447090980085904,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL49,5.368996485747755,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL50,5.505661850839516,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL51,,,
2021-03-22,07,5,BL52,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL53,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL54,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL55,5.505661850839516,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL56,5.4666146036704415,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL57,5.505661850839516,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL58,5.505661850839516,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL59,,,
2021-03-22,07,5,BL60,2.0109332292073407,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL61,1.9914096056228037,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL62,1.9718859820382664,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL63,5.427567356501367,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL64,5.388520109332292,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL65,5.368996485747755,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL66,5.427567356501367,0.01952362358453729,51.2100000000262
2021-03-22,07,5,BL67,,,
2021-03-22,08,2,Pt3,1.4779874213836477,0.031446540880503145,31.79000000000497
2021-03-22,08,2,Pt4,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL44,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL45,1.5408805031446542,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL46,1.4779874213836477,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL47,1.4779874213836477,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL48,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL49,1.6666666666666667,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL50,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL51,1.3836477987421383,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL52,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL53,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL54,1.4779874213836477,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL55,1.4465408805031446,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL56,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL57,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL58,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL59,7.044025157232705,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL60,1.4779874213836477,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL61,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL62,1.509433962264151,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL63,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL64,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL65,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL66,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,2,BL67,1.6981132075471699,0.031446540880503145,31.79000000000497
2021-03-22,08,3,Pt3,1.3010053222945002,0.02956830277942046,33.80999999999327
2021-03-22,08,3,Pt4,1.2123004139562388,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL44,1.2714370195150797,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL45,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL46,1.2123004139562388,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL47,1.2123004139562388,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL48,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL49,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL50,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL51,13.926670609107036,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL52,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL53,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL54,1.2714370195150797,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL55,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL56,5.79538734476641,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL57,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL58,5.558840922531046,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL59,1.2123004139562388,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL60,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL61,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL62,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL63,1.2418687167356592,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL64,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL65,5.588409225310467,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL66,5.499704316972205,0.02956830277942046,33.80999999999327
2021-03-22,08,3,BL67,,,
2021-03-22,08,4,Pt3,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,Pt4,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL44,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL45,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL46,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL47,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL48,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL49,5.139026812313803,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL50,5.5914512922465205,0.024850894632206758,40.26999999999199
2021-03-22,08,4,BL51,16.95630585898709,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL52,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL53,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL54,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL55,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL56,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL57,5.139026812313803,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL58,16.95630585898709,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL59,17.999006951340615,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL60,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL61,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL62,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL63,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL64,4.592850049652433,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL65,5.139026812313803,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL66,5.5858987090367425,0.024826216484607744,40.26999999999199
2021-03-22,08,4,BL67,16.95630585898709,0.024826216484607744,40.26999999999199
2021-03-22,08,5,Pt3,1.6490943498242767,0.027034333603676665,36.97999999999265
2021-03-22,08,5,Pt4,1.6220600162206,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL44,1.5950256826169233,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL45,1.5950256826169233,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL46,1.6490943498242767,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL47,1.5950256826169233,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL48,1.6220600162206,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL49,1.6490943498242767,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL50,5.561584373304395,0.02712967986977754,36.97999999999265
2021-03-22,08,5,BL51,2.007596310363538,0.02712967986977754,36.97999999999265
2021-03-22,08,5,BL52,1.5950256826169233,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL53,1.6220600162206,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL54,1.5950256826169233,0.027034333603676665,36.97999999999265
2021-03-22,08,5,BL55,1.6490943498242767,0.027034333603676665,36.97999999999265
